fossil_id,description,object_name,period,taxonomy,url,local_path,augmented
6736,"Fossilised shell remains of the Silurian gastropod Poleumita rugosa found at Farley Quarry, Much Wenlock",Gastropod,Silurian Period,Poleumita rugosa,https://data.nhm.ac.uk/media/ludlow:G.01790.jpg,..\Data\images_augmented\6736_Silurian_Period_Gastropod.jpg,False
6938,"Fossilised fragment of lower jaw, including teeth, from an extinct species of bison. From the Siwalik Hills, India",Bison; Jaw,Cenozoic Era,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.03582.jpg,..\Data\images_augmented\6938_Cenozoic_Era_Bison;_Jaw.jpg,False
6790,"Fossilised remains of Ordovician trilobite, Ogygiocarella debuchi, from Hillside, near Llandrindod Wells.",Trilobite,Ordovician Period,Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.02461.jpg,..\Data\images_augmented\6790_Ordovician_Period_Trilobite.jpg,False
6812,"Fossilised remains of partial specimen of the Ordovician trilobite Ogyginus corndensis, from Upper Gilwern near Llandrindod.",Trilobite,Ordovician Period,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02680.jpg,..\Data\images_augmented\6812_Ordovician_Period_Trilobite.jpg,False
7032,"Fossilised remains of cephalon of the Ordovician trilobites Platycalymene duplicata and Trinucleus fimbriatus, found at Llanfawr Quarry, LLandrindod Wells",Trilobite,Ordovician Period,Platycalymene duplicata; Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.04066.jpg,..\Data\images_augmented\7032_Ordovician_Period_Trilobite.jpg,False
6740,"Fossil remains of a Silurian gastropod, Loxonema sinuosa, preserved as an internal mould and cast. Also preserved is a valve of the bivalve Pterinea sp. and fragments of brachiopod and bryozoan.",Gastropod; BIVALVE,Silurian Period,Loxonema sinuosa; Pterinea sp.,https://data.nhm.ac.uk/media/ludlow:G.01957.jpg,..\Data\images_augmented\6740_Silurian_Period_Gastropod;_BIVALVE.jpg,False
6940,Fossilised remains of part of the upper jaw of an extinct antelope with teeth. Collected from the Siwalik Hills of India.,Antelope; Jaw,Cenozoic Era,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.03584a.jpg,..\Data\images_augmented\6940_Cenozoic_Era_Antelope;_Jaw.jpg,False
6800,"Fossilised remains of  the Ordovician trilobite Trinucleus fimbriatus found at Llanfawr quarry, Llandrindod Wells",Trilobite,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.02615.001.jpg,..\Data\images_augmented\6800_Ordovician_Period_Trilobite.jpg,False
7195,Fossilised remains of pygidium of the Ordovician trilobite Ogyginus sp. found by Birmingham University Extra Mural Department at Meadowtown Quarry.,Trilobite,Ordovician Period,Ogyginus sp.,https://data.nhm.ac.uk/media/ludlow:G.05895.jpg,..\Data\images_augmented\7195_Ordovician_Period_Trilobite.jpg,False
6906,Fossilized remains of Devonian agnathan Pteraspis sp. found in Aston Hill Wood,Agnathan,Devonian Period,Pteraspis sp.,https://data.nhm.ac.uk/media/ludlow:G.03474.001.jpg,..\Data\images_augmented\6906_Devonian_Period_Agnathan.jpg,False
7082,"Fossilised remains of the Silurian brachiopod, Leptaena depressa found at Wren's Nest, Dudley",Brachiopod,Silurian Period,Leptaena depressa,https://data.nhm.ac.uk/media/ludlow:G.04521.jpg,..\Data\images_augmented\7082_Silurian_Period_Brachiopod.jpg,False
7064,Fossilised shell remains of the Silurian brachiopod Lingula striata found at Upper Millichope.,Brachiopod,Silurian Period,Lingula striata,https://data.nhm.ac.uk/media/ludlow:G.04313.002.jpg,..\Data\images_augmented\7064_Silurian_Period_Brachiopod.jpg,False
7179,"Fossilised fragments of a cephalon of the Silurian trilobite Dalmanities myops (K̦nig) showing glabella, eyes and genial spines. Found at Mortimer Forest.",Trilobite,Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.05609.001.jpg,..\Data\images_augmented\7179_Silurian_Period_Trilobite.jpg,False
6820,"Fossilised remains of the Silurian trilobite Phacops stokesi found at Upper Millichope, Shropshire.",Trilobite,Silurian Period,Phacops stokesi,https://data.nhm.ac.uk/media/ludlow:G.02871.jpg,..\Data\images_augmented\6820_Silurian_Period_Trilobite.jpg,False
7033,"Fossilised remains of the Ordovician trilobites Trinucleus fimbriatus and Platycalymene duplicata, found at Llanfawr Quarry, Llandrindod Wells",Trilobite,Ordovician Period,Platycalymene duplicata; Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.04070.jpg,..\Data\images_augmented\7033_Ordovician_Period_Trilobite.jpg,False
6753,Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras ibex showing septa. Found at Bringewood.,Cephalopod,Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.02056.001.jpg,..\Data\images_augmented\6753_Silurian_Period_Cephalopod.jpg,False
6715,Fossilised shell remains of the Silurian brachiopod Atrypa orbicularis found at Leintwardine,Brachiopod,Silurian Period,Atrypa orbicularis,https://data.nhm.ac.uk/media/ludlow:G.01123.jpg,..\Data\images_augmented\6715_Silurian_Period_Brachiopod.jpg,False
7010,"Fossilised remains of both valves of the Cretaceous Bivalve, Spondylus spinosus. The shell is equivalved and equilateral and the valves are attached at the umbo (dorsal) end, and gaping at the anterior margin.. The exterior ornament is made up of strong radial ribs, to which small tubercles are attached. Infilled with chalk.",BIVALVE,Cretaceous Period,Spondylus spinosus,https://data.nhm.ac.uk/media/ludlow:G.03883.jpg,..\Data\images_augmented\7010_Cretaceous_Period_BIVALVE.jpg,False
7231,"Fossilised leaf fragments of the Carboniferous plants, Pecopteris sp. and Alethoptens sp. Found at Longden Common, Shropshire.",Plant,Carboniferous Period,Pecopteris sp,https://data.nhm.ac.uk/media/ludlow:G.06230.jpg,..\Data\images_augmented\7231_Carboniferous_Period_Plant.jpg,False
6919,Fossilised remains of the central section of the metacarpal bone of a deer from the Siwalik Hills of India.,Deer; Metacarpal,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03556a.jpg,..\Data\images_augmented\6919_Cenozoic_Era_Deer;_Metacarpal.jpg,False
6764,"Fossilized fragment of an extinct species of cephalopod, possibly Orthoceras sp. found at Whitcliffe, Ludlow. The specimen also contains fossilised fragments of Silurian brachiopod shells.",Cephalopod,Silurian Period,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.02164.jpg,..\Data\images_augmented\6764_Silurian_Period_Cephalopod.jpg,False
6722,"Fossilised remains of the Silurian cephalopod Kionoceras angulatum and bivalve Orthonota sp. found at Aymestry, Ludlow.",Cephalopod; BIVALVE,Silurian Period,"Kionoceras angulatum (Wahlenberg, 1821); Orthonota sp.",https://data.nhm.ac.uk/media/ludlow:G.01465.jpg,..\Data\images_augmented\6722_Silurian_Period_Cephalopod;_BIVALVE.jpg,False
7189,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchii found at Meadowtown.,Trilobite,Ordovician Period,Ogygiocarella debuchii,https://data.nhm.ac.uk/media/ludlow:G.05727.jpg,..\Data\images_augmented\7189_Ordovician_Period_Trilobite.jpg,False
7232,"Fossilised remains of stem of the Carboniferous ' horsetail ', Calamites sp. Found at Longden Common, Shropshire.",Plant,Carboniferous Period,Calamites sp.,https://data.nhm.ac.uk/media/ludlow:G.06232.jpg,..\Data\images_augmented\7232_Carboniferous_Period_Plant.jpg,False
6927,Fossilised remains of the proximal end of a deer femur from the Siwalik Hills of India.,Deer; Femur,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03566a.jpg,..\Data\images_augmented\6927_Cenozoic_Era_Deer;_Femur.jpg,False
7105,Fossilised shell remains of the Silurian brachiopod Strophonella euglypha.,Brachiopod,Silurian Period,Strophonella euglypha,https://data.nhm.ac.uk/media/ludlow:G.04760.jpg,..\Data\images_augmented\7105_Silurian_Period_Brachiopod.jpg,False
7073,"Fo0ssilised fragment of guard of the Cretaceous belemnite, Belemnitella mucronata. The guard is conical in form and possesses a conical alveolus. Mounted on card with five other specimens.",Belemnite,Cretaceous Period,Belemnitella mucronata,https://data.nhm.ac.uk/media/ludlow:G.04425.004.jpg,..\Data\images_augmented\7073_Cretaceous_Period_Belemnite.jpg,False
7011,"Fossilised remains of a strongly ribbed, moderately evolute phragmocone of the Cretaceous ammonite, Euhoplites sp. A pronounced sulcus occurs on the venter and tubercles can be found both on the umbilical margin and the edges of the sulcus.",AMMONITE,Cretaceous Period,Euhoplites sp.,https://data.nhm.ac.uk/media/ludlow:G.03884.jpg,..\Data\images_augmented\7011_Cretaceous_Period_AMMONITE.jpg,False
7235,"Fossilised leaf fronds of the Upper Carboniferous pteridosperm, Neuropteris sp. -  part one of two, of a fractured specimen",Plant,Carboniferous Period,Neuropteris sp.,https://data.nhm.ac.uk/media/ludlow:G.06239.001.jpg,..\Data\images_augmented\7235_Carboniferous_Period_Plant.jpg,False
7062,"Fossilised remains of pygidium, thorax and part of the cephalon of the Silurian trilobite, Tapinocalymene nodulosa. Found at Brimfield.",Trilobite,Silurian Period,Tapinocalymene nodulosa,https://data.nhm.ac.uk/media/ludlow:G.04301.jpg,..\Data\images_augmented\7062_Silurian_Period_Trilobite.jpg,False
6781,"Fossilised remains of fragment of the phragmacone of the Silurian orthocone cephalopod, Orthoceras ludense.",Cephalopod,Silurian Period,Orthoceras ludense,https://data.nhm.ac.uk/media/ludlow:G.02274a.jpg,..\Data\images_augmented\6781_Silurian_Period_Cephalopod.jpg,False
6969,"Fossilised section of stem of the Carboniferous Lycopod plant, Lepidodendron sp. showing leaf scars. Found at Highley Colliery.",Plant,Carboniferous Period,Lepidodendron sp.,https://data.nhm.ac.uk/media/ludlow:G.03686.jpg,..\Data\images_augmented\6969_Carboniferous_Period_Plant.jpg,False
7210,Fossilised scales of the Devonian lung fish Dipterus sp.,Fish,Devonian Period,Dipterus sp.,https://data.nhm.ac.uk/media/ludlow:G.06108a.jpg,..\Data\images_augmented\7210_Devonian_Period_Fish.jpg,False
6865,"Fossilised remains of the ventral headshield of the Silurian heterostracan fish Phialaspis symondsi found at Devil's Hole, Morville",Fish,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03266.jpg,..\Data\images_augmented\6865_Silurian_Period_Fish.jpg,False
6947,Fossilised remains of a jaw from an extinct species of hippopotamus containing an incomplete tooth. Collected from the Siwalik Hills of India.,Hippopotamus; Tooth,Cenozoic Era,Hippopotamus sp.,https://data.nhm.ac.uk/media/ludlow:G.03593a.jpg,..\Data\images_augmented\6947_Cenozoic_Era_Hippopotamus;_Tooth.jpg,False
6996,"Fossilised shell remains of the Carboniferous articulate brachiopod, Productus sp. Showing a typical staraight hinge line. Fine radial ribbing and corrugated, concentric growth lines. Found near Castleton, Derbyshire.",Brachiopod,Carboniferous Period,Productus sp.,https://data.nhm.ac.uk/media/ludlow:G.03834.jpg,..\Data\images_augmented\6996_Carboniferous_Period_Brachiopod.jpg,False
6743,Fossilised remains of the Silurian gastropod Platyceras haliotis.,Gastropod,Silurian Period,Platyceras haliotis,https://data.nhm.ac.uk/media/ludlow:G.01987.jpg,..\Data\images_augmented\6743_Silurian_Period_Gastropod.jpg,False
6821,"Silurian assemblage containing the fossilised remains of coelenterata, Coenites sp.; bryozoa, Fenestella sp.; brachiopods, Atrypa reticularis, Howellella elegans, Rhynchotreta cuneata and Anastrophia deflexa; trilobite, Acaste downingiae; cricoconarida, Tentaculites ornatus and graptolite Ptilograptus acutus. Found by Millington, S. at Wren's Nest, Dudley",Assemblage,Silurian Period,Fenestella sp.; Atrypa reticularis; Howellella elegans; Rhynchotreta cuneata; Anastrophia deflexa; Acaste downingiae; Tentaculites ornatus; Ptilograptus acutus,https://data.nhm.ac.uk/media/ludlow:G.02872b.jpg,..\Data\images_augmented\6821_Silurian_Period_Assemblage.jpg,False
7256,"Possible fossilised fragment of a Silurian eurypterid. Found by Wood, B. at Burrington.",Eurypterid,Silurian Period,Eurypterid,https://data.nhm.ac.uk/media/ludlow:G.06388.jpg,..\Data\images_augmented\7256_Silurian_Period_Eurypterid.jpg,False
6957,"Fossilised remains of the planispirally coiled Silurian gastropod, Platyschisma helicites",Gastropod,Silurian Period,Platyschisma helicites,https://data.nhm.ac.uk/media/ludlow:G.03626.jpg,..\Data\images_augmented\6957_Silurian_Period_Gastropod.jpg,False
7154,"Fossilised assemblage consisting of remains of phragmocones of the Silurian cephalopod Orthoceras sp. and Silurian graptolites, showing orientation. Found in the Welshpool district.",Cephalopod; Graptolite,Silurian Period,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.05366.jpg,..\Data\images_augmented\7154_Silurian_Period_Cephalopod;_Graptolite.jpg,False
6979,"Fossilised remains of the Silurian sponge, Clathrodictyon striatellum",Sponge,Silurian Period,Clathrodictyon striatellum,https://data.nhm.ac.uk/media/ludlow:G.03763.jpg,..\Data\images_augmented\6979_Silurian_Period_Sponge.jpg,False
7044,"Fossilised remains of part and counterpart of a large waterworn nodule containing a death assemblage of fragments of the phragmocones of the Silurian orthocone nautiloid, Orthoceras gregarium. Individual fossils display features including, suture lines, septal surfaces and septal foramen. Phragmocone fragments display a preferred orientation, indicating concentration and alignment by current action. Mounted on card.",Cephalopod,Silurian Period,Orthoceras gregarium,https://data.nhm.ac.uk/media/ludlow:G.04137.001.jpg,..\Data\images_augmented\7044_Silurian_Period_Cephalopod.jpg,False
6877,"Fossilized remains of Devonian fish Pteraspis leathensis found at Yew Tree Dingle, Morville",Fish,Devonian Period,Pteraspis leathensis,https://data.nhm.ac.uk/media/ludlow:G.03323.jpg,..\Data\images_augmented\6877_Devonian_Period_Fish.jpg,False
6964,Fossilised remains of the Silurian graptolite Pristiograptus sp. found at Burrington.,Graptolite,Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.03665.jpg,..\Data\images_augmented\6964_Silurian_Period_Graptolite.jpg,False
6770,"Fossilised remains of a Silurian coral, Sphenothallus ? Found at Builth Wells bridge.",CORAL,Silurian Period,Sphenothallus sp.,https://data.nhm.ac.uk/media/ludlow:G.02231.jpg,..\Data\images_augmented\6770_Silurian_Period_CORAL.jpg,False
6831,"Fossilised remains of cephalon of the Silurian trilobite Dalmanites myops found at Wrens Nest, Dudley.",Trilobite,Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03067.jpg,..\Data\images_augmented\6831_Silurian_Period_Trilobite.jpg,False
7108,Fossilised shell remains of the Silurian brachiopod Strophonella euglypha. Found by Bibbs.,Brachiopod,Silurian Period,Strophonella euglypha,https://data.nhm.ac.uk/media/ludlow:G.04769.jpg,..\Data\images_augmented\7108_Silurian_Period_Brachiopod.jpg,False
7083,"Fossilised shell remains of the Silurian brachiopods,Dolerorthis rustica, Atrypa reticularis, Rhynchotreta cuneata and Leptaena rhomboidalis found at Wrens Nest, Dudley.",Brachiopod,Silurian Period,Dolerorthis rustica; Atrypa reticularis; Rhynchotreta cuneata; Leptaena rhomboidalis,https://data.nhm.ac.uk/media/ludlow:G.04541.jpg,..\Data\images_augmented\7083_Silurian_Period_Brachiopod.jpg,False
7018,Fossilised remains of cephalon and pygidia of the Silurian trilobite Dalmanites myops found at Upper Millichope.,Trilobite,Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03937.jpg,..\Data\images_augmented\7018_Silurian_Period_Trilobite.jpg,False
6990,"Fossilised remains of the Silurian echinoid, Echinocystis pomum.",Echinoid,Silurian Period,Echinocystis pomum,https://data.nhm.ac.uk/media/ludlow:G.03815.jpg,..\Data\images_augmented\6990_Silurian_Period_Echinoid.jpg,False
7103,Fossilised shell remains of the Silurian brachiopod Amphistrophia funiculata. Part of the Bibbs Collection.,Brachiopod,Silurian Period,Amphistrophia funiculata,https://data.nhm.ac.uk/media/ludlow:G.04750.jpg,..\Data\images_augmented\7103_Silurian_Period_Brachiopod.jpg,False
6890,"Fossilised remains of the Silurian agnathan fish Cephalaspis sp. found at Bromfield, Shropshire.",Fish,Silurian Period,Cephalaspis sp.,https://data.nhm.ac.uk/media/ludlow:G.03385.jpg,..\Data\images_augmented\6890_Silurian_Period_Fish.jpg,False
6974,"Fossilised remains of fragment of the phragmocone of the Silurian orthocone cephalopod, Kionoceras angulatum.",Cephalopod,Silurian Period,Kionoceras angulatum,https://data.nhm.ac.uk/media/ludlow:G.03727.jpg,..\Data\images_augmented\6974_Silurian_Period_Cephalopod.jpg,False
7019,Fossilised remains of the Silurian gastropod Poleumita discors.,Gastropod,Silurian Period,Poleumita discors,https://data.nhm.ac.uk/media/ludlow:G.03947.jpg,..\Data\images_augmented\7019_Silurian_Period_Gastropod.jpg,False
7131,"Fossilised remains of phragmocone of the Silurian orthocone cephalopod, Orthoceras ibex, showing septal divisions. Found at High Vinnals.",Cephalopod,Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.04994.jpg,..\Data\images_augmented\7131_Silurian_Period_Cephalopod.jpg,False
7263,"Fragment of the phragmocone of the Silurian orthocone cephalopod, Orthoceras bullatum .",Cephalopod,Silurian Period,Orthoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.06463.jpg,..\Data\images_augmented\7263_Silurian_Period_Cephalopod.jpg,False
7266,"Numerous fossilised shells and moulds of the Ordovician gastropod Bellerophon perturbatus. Found near Vennington, Shropshire.",Gastropod,Ordovician Period,Bellerophon perturbatus,https://data.nhm.ac.uk/media/ludlow:G.06502.jpg,..\Data\images_augmented\7266_Ordovician_Period_Gastropod.jpg,False
6780,"Fossilised remains of fragment of the phragmacone of the Silurian orthocone cephalopod, Orthoceras ludense.",Cephalopod,Silurian Period,Orthoceras ludense,https://data.nhm.ac.uk/media/ludlow:G.02274a.jpg,..\Data\images_augmented\6780_Silurian_Period_Cephalopod.jpg,False
7039,Fossilised shell remains of the Silurian gastropod Poleumita globosa found in the Ludlow district.,Gastropod,Silurian Period,Poleumita globosa,https://data.nhm.ac.uk/media/ludlow:G.04106.jpg,..\Data\images_augmented\7039_Silurian_Period_Gastropod.jpg,False
6792,"Fossilised remains of a complete fossilised exoskeleton of the Ordovician trilobite Trinucleus gibbsi? The cephalon displays a fimbriated margin and inflated glabella, whilst the thorax has very clearly defined pleura.",Trilobite,Ordovician Period,Trinucleus gibbsi,https://data.nhm.ac.uk/media/ludlow:G.02522.jpg,..\Data\images_augmented\6792_Ordovician_Period_Trilobite.jpg,False
6900,Fossilised remains of a Devonian Cepalasid fish found at the junction of Stapley and Hudwick Dingle,Fish,Devonian Period,Cephalaspida,https://data.nhm.ac.uk/media/ludlow:G.03441.002.jpg,..\Data\images_augmented\6900_Devonian_Period_Fish.jpg,False
7137,"Fossilised fragment of the phragmacone of the Silurian cephalopod, Kionoceras angulatum. Found at Landeilo Hill, Radnorshire.",Cephalopod,Silurian Period,Kionoceras angulatum,https://data.nhm.ac.uk/media/ludlow:G.05018.jpg,..\Data\images_augmented\7137_Silurian_Period_Cephalopod.jpg,False
6992,Fossilised remains of the Silurian graptolite Monograptus sp. found at Elton.,Graptolite,Silurian Period,Monograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.03821.jpg,..\Data\images_augmented\6992_Silurian_Period_Graptolite.jpg,False
7045,"Fossilised remains of part and counterpart of a large waterworn nodule containing a death assemblage of fragments of the phragmocones of the Silurian orthocone nautiloid, Orthoceras gregarium. Individual fossils display features including, suture lines, septal surfaces and septal foramen. Phragmocone fragments display a preferred orientation, indicating concentration and alignment by current action. Mounted on card.",Cephalopod,Silurian Period,Orthoceras gregarium,https://data.nhm.ac.uk/media/ludlow:G.04137.002.jpg,..\Data\images_augmented\7045_Silurian_Period_Cephalopod.jpg,False
6802,"Fossilised remains of a complete exoskeleton of an Ordovician trilobite, probably Cryptolithus sp. Thought to have been found at Hillside, Llandrindod Wells. Part and counterpart with G.02618.002",Trilobite,Ordovician Period,Cryptolithus sp.,https://data.nhm.ac.uk/media/ludlow:G.02618.001a.jpg,..\Data\images_augmented\6802_Ordovician_Period_Trilobite.jpg,False
7122,"Fossilised remains of the phragmocone of the Silurian orthocone cephalopod Orthoceras attenuatum showing chambers divided by septa into camerae. Found in Sunken Lane, Burrington, Shropshire.",Cephalopod,Silurian Period,Orthoceras attenuatum,https://data.nhm.ac.uk/media/ludlow:G.04924.jpg,..\Data\images_augmented\7122_Silurian_Period_Cephalopod.jpg,False
7315,"Fossilised shell remains of the Silurian bivalve Fuchsella amygdelina found at Whitcliffe, Ludlow.",BIVALVE,Silurian Period,Fuchsella amygdalina,https://data.nhm.ac.uk/media/ludlow:G.06927.jpg,..\Data\images_augmented\7315_Silurian_Period_BIVALVE.jpg,False
7114,Fossilised remains of thorax and pygidium of the Silurian trilobite Calymene sp. found at Burrington.,Trilobite,Silurian Period,Calymene sp.,https://data.nhm.ac.uk/media/ludlow:G.04890.jpg,..\Data\images_augmented\7114_Silurian_Period_Trilobite.jpg,False
6873,"Fossilised remains of the ventral head shield of a Silurian heterstracan fish, Phialaspis symondsi found at Devil's Hole, Morville.",Fish,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03296a.jpg,..\Data\images_augmented\6873_Silurian_Period_Fish.jpg,False
6818,Fossilised remains of pygidium of the Silurian trilobite Encrinurus punctatus and shell remains of the Silurian brachiopod Camarotoechia nucula and gastropod Poleumita sp. found in the quarry below Mortimer Forest.,Trilobite; Brachiopod; Gastropod,Silurian Period,Encrinurus punctatus; Camarotoechia nucula; Poleumita sp.,https://data.nhm.ac.uk/media/ludlow:G.02829.jpg,..\Data\images_augmented\6818_Silurian_Period_Trilobite;_Brachiopod;_Gastropod.jpg,False
7126,"Part of a Silurian fossil brachiopod, Atrypa reticularis found at Dow, End Walsall",Brachiopod,Silurian Period,Atrypa reticularis,https://data.nhm.ac.uk/media/ludlow:G.04947.002.jpg,..\Data\images_augmented\7126_Silurian_Period_Brachiopod.jpg,False
7140,Fragment of a septal surface of a Leurocycloceras whitcliffense cephalopod fossil. Silurian. Found at Whitcliffe.,Cephalopod,Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.05092.jpg,..\Data\images_augmented\7140_Silurian_Period_Cephalopod.jpg,False
6998,"Fossilised remains of Carboniferous plant, Alethopteris decurrens",Plant,Carboniferous Period,Alethopteris decurrens,https://data.nhm.ac.uk/media/ludlow:G.03844.jpg,..\Data\images_augmented\6998_Carboniferous_Period_Plant.jpg,False
6888,"Fossilised remains of fragments of the Silurian heterostracan fish Cephalaspis sp. found in Sheet Road, Ludlow",Fish,Silurian Period,Cephalaspis sp.,https://data.nhm.ac.uk/media/ludlow:G.03380.001.jpg,..\Data\images_augmented\6888_Silurian_Period_Fish.jpg,False
7056,"Fossilised remains of an adpression of a part of the stem of Carboniferous plant, Sigillaria, found at Highley Colliery, Shropshire.",Plant,Carboniferous Period,Sigillaria sp.,https://data.nhm.ac.uk/media/ludlow:G.04262a.jpg,..\Data\images_augmented\7056_Carboniferous_Period_Plant.jpg,False
7339,Fossilised remains of cephalon of the Silurian trilobite Dalmanites sp. showing the left genal spine and compound eye. Found at Wren's Nest.,Trilobite,Silurian Period,Dalmanites sp.,https://data.nhm.ac.uk/media/ludlow:G.07243.jpg,..\Data\images_augmented\7339_Silurian_Period_Trilobite.jpg,False
7350,Fossilised shell remains of the Silurian brachiopod Gypidula galeata found in Shadwell Quarry.,Brachiopod,Silurian Period,Gypidula galeata,https://data.nhm.ac.uk/media/ludlow:G.07469b.jpg,..\Data\images_augmented\7350_Silurian_Period_Brachiopod.jpg,False
6796,Fossilised remains of the cephalon of Ordovician trilobites found at Llanfawr Quarry,Trilobite,Ordovician Period,TRILOBITA,https://data.nhm.ac.uk/media/ludlow:G.02552a.jpg,..\Data\images_augmented\6796_Ordovician_Period_Trilobite.jpg,False
7116,"Fossilised remains of cephalon from the Ordovician trilobite Trinucleus fimbriatus (a) and pygidium from the trilobite Platycalymene duplicata (b). Found at Llanfawr Quarry, Llandrindod Wells. Counterpart to trilobite specimen G.04897.002.",Trilobite,Ordovician Period,Trinucleus fimbriatus; Platycalymene duplicata,https://data.nhm.ac.uk/media/ludlow:G.04897.001.jpg,..\Data\images_augmented\7116_Ordovician_Period_Trilobite.jpg,False
6871,"Fossilised remains of Silurian heterostracan fish Phialaspis symondsi found at Devil's Hole, Morville",Fish,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03291.jpg,..\Data\images_augmented\6871_Silurian_Period_Fish.jpg,False
7356,"Fossilised remains of a valve from the Carboniferous articulate brachiopod, Spirifer crassa. The valve has radial ribbing and a deep median sulcus.",Brachiopod,Carboniferous Period,Spirifer crassa,https://data.nhm.ac.uk/media/ludlow:G.07517.jpg,..\Data\images_augmented\7356_Carboniferous_Period_Brachiopod.jpg,False
7160,"Part of the phragmocone of the Silurian orthocone cephalopod, Orthoceras ludense.",Cephalopod,Silurian Period,Orthoceras ludense,https://data.nhm.ac.uk/media/ludlow:G.05403a.jpg,..\Data\images_augmented\7160_Silurian_Period_Cephalopod.jpg,False
7007,"Fossilised remains of a single, incomplete valve of the Cretaceous Bivalve, Inoceramus concentricus.  The valve is inequilateral and displays strongly ridged concentric growth lines.",BIVALVE,Cretaceous Period,Inoceramus concentricus,https://data.nhm.ac.uk/media/ludlow:G.03881.jpg,..\Data\images_augmented\7007_Cretaceous_Period_BIVALVE.jpg,False
7117,"Fossilised remains of cephalon from the Ordovician trilobite Trinucleus fimbriatus (a) and pygidium from trilobite Platycalymene duplicata (b). Found at Llanfawr Quarry, Llandrindod Wells. Counterpart to trilobite specimen G.04897.001.",Trilobite,Ordovician Period,Trinucleus fimbriatus; Platycalymene duplicata,https://data.nhm.ac.uk/media/ludlow:G.04897.002.jpg,..\Data\images_augmented\7117_Ordovician_Period_Trilobite.jpg,False
7251,"Mandibular border of an endogarth of a Silurian eurypterid, Pterygotus sp.",Eurypterid,Silurian Period,Pterygotus sp.,https://data.nhm.ac.uk/media/ludlow:G.06345a.jpg,..\Data\images_augmented\7251_Silurian_Period_Eurypterid.jpg,False
7372,Fossilised remains of Carboniferous crinoid stems in crinoidal limestone.,Crinoid,Carboniferous Period,CRINOIDEA,https://data.nhm.ac.uk/media/ludlow:G.07726.jpg,..\Data\images_augmented\7372_Carboniferous_Period_Crinoid.jpg,False
7006,"Pyritised remains of the Jurassic crinoid Pentacrinites fossilis. Remains of stems, branching arms and pinnules present.",Crinoid,Jurassic Period,Pentacrinites fossilis,https://data.nhm.ac.uk/media/ludlow:G.03877.002.jpg,..\Data\images_augmented\7006_Jurassic_Period_Crinoid.jpg,False
7008,"Fossilised remains of one valve from the Cretaceous Bivalve, Chlamys sp. The valve is flat, equilateral and shows strong radial ribbing. Prominant 'ears' are visible on either side of the umbo. Collected from the Upper Chalk.",BIVALVE,Cretaceous Period,Chlamys sp.,https://data.nhm.ac.uk/media/ludlow:G.03882.001.jpg,..\Data\images_augmented\7008_Cretaceous_Period_BIVALVE.jpg,False
7135,"Fossilised fragment of phragmocone of the Silurian cephalopod, Kionoceras angulatum showing septal segments. Found in Wigmore Road, Ludlow.",Cephalopod,Silurian Period,Kionoceras angulatum,https://data.nhm.ac.uk/media/ludlow:G.05013.jpg,..\Data\images_augmented\7135_Silurian_Period_Cephalopod.jpg,False
7060,"Part of the phragmocone (cast (a) & mould (b)) of the Silurian orthocone cephalopod, Orthoceras ibex.",Cephalopod,Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.04292.jpg,..\Data\images_augmented\7060_Silurian_Period_Cephalopod.jpg,False
