fossil_id,description,object_name,period,taxonomy,url,local_path
7956,"Fossilised stem, Sigillaria sp. of a Carboniferous lycopod. Very strong longitudinal ridges visible.",Plant,Carboniferous Period,Sigillaria sp.,https://data.nhm.ac.uk/media/ludlow:G.12345.jpg,images/7956_Carboniferous_Period_Plant.jpg
7923,Fossilised remains of the Silurian brachiopod Atrypa reticularis found at Rubery.,Brachiopod,Silurian Period,Atrypa reticularis,https://data.nhm.ac.uk/media/ludlow:G.12287.jpg,images/7923_Silurian_Period_Brachiopod.jpg
7933,"Fossilised remains of the foliage of a Carboniferous seed fern, Cyclopteris sp., found in the East Shropshire Coalfield.",Plant,Carboniferous Period,Cyclopteris sp,https://data.nhm.ac.uk/media/ludlow:G.12317.002.jpg,images/7933_Carboniferous_Period_Plant.jpg
7750,Fragment of the phragmocone of the Silurian cephalopod Cyrtolites laevis.,Cephalopod,Silurian Period,Cyrtolites laevis,https://data.nhm.ac.uk/media/ludlow:G.10267.jpg,images/7750_Silurian_Period_Cephalopod.jpg
7659,"Fossilised remains of the Silurian brachiopod, Leptaena  sp. found at  Wren's Nest, Dudley",Brachiopod,Silurian Period,Leptaena sp.,https://data.nhm.ac.uk/media/ludlow:G.09751.jpg,images/7659_Silurian_Period_Brachiopod.jpg
7966,"Fossilised remains of part of a Silurian brachiopod, Atrypa hemisphaerica found at Rubery",Brachiopod,Silurian Period,Atrypa hemisphaerica,https://data.nhm.ac.uk/media/ludlow:G.12533.jpg,images/7966_Silurian_Period_Brachiopod.jpg
7955,"Fossilised stem, Sigillaria sp, from a Carboniferous lycopod. Strong longitudinal ridges and small elipsoidal leaf scars, visible",Plant,Carboniferous Period,Sigillaria sp.,https://data.nhm.ac.uk/media/ludlow:G.12344.jpg,images/7955_Carboniferous_Period_Plant.jpg
7964,"Fossilised remains of a complete Silurian brachiopod, Atrypa reticularis found at Bringewood",Brachiopod,Silurian Period,Atrypa reticularis,https://data.nhm.ac.uk/media/ludlow:G.12483.jpg,images/7964_Silurian_Period_Brachiopod.jpg
7765,"Fossilised segment of appendage from a Silurian Eurypterid, Pterygotus sp., found at Brandon, Leimtwardine. Counterpart to G.0451.001",Eurypterid,Silurian Period,Pterygotus sp.,https://data.nhm.ac.uk/media/ludlow:G.10451.002b.jpg,images/7765_Silurian_Period_Eurypterid.jpg
7670,"Fossilised piece of a deer's lower left jaw, with teeth, from the Siwalik Hills of India.",Deer; Jaw,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.09879a.jpg,images/7670_Cenozoic_Era_Deer;_Jaw.jpg
7988,A block of fine-grained sandstone with ripple marks and other trace fossils. Found at Grinshill Quarry.,Sandstone,Triassic Period,,https://data.nhm.ac.uk/media/ludlow:G.12876.jpg,images/7988_Triassic_Period_Sandstone.jpg
7959,Part of a leaf frond from a Carboniferous seed fern. Found at Longden Common.,Plant,Carboniferous Period,,https://data.nhm.ac.uk/media/ludlow:G.12348.jpg,images/7959_Carboniferous_Period_Plant.jpg
7970,"Valve of a Silurian fossil brachiopod, Leptaena contermina. Preserved alongside fragments of Tentaculites. Found in Hope Quarry",Brachiopod,Silurian Period,Leptaena contermina,https://data.nhm.ac.uk/media/ludlow:G.12617.jpg,images/7970_Silurian_Period_Brachiopod.jpg
7768,"Fossilised remains of the Cephalon of the Ordovician trilobite Onnia superba. Found by Ellis, R. A. beside river Onny at Wistanstow.",Trilobite,Ordovician Period,Onnia superba,https://data.nhm.ac.uk/media/ludlow:G.10461.jpg,images/7768_Ordovician_Period_Trilobite.jpg
7685,Fossilised remains of a part of the skull and teeth of an un-identified type of fossil elephant from the Siwalik Hills of India.,Elephant; Tooth,Cenozoic Era,Elephantidae,https://data.nhm.ac.uk/media/ludlow:G.09904b.jpg,images/7685_Cenozoic_Era_Elephant;_Tooth.jpg
7973,"Fossilised remains of a Silurian brachiopod, Gypidula dudleydensis. Found by Pardoe, H.  Part of the original Ludlow Natural History Society collection.",Brachiopod,Silurian Period,Gypidula dudleyensis,https://data.nhm.ac.uk/media/ludlow:G.12669a.jpg,images/7973_Silurian_Period_Brachiopod.jpg
7972,"Fossilised remains of a Silurian graptolite, Pristiograptus sp. Collected by Smith, R. D. A. at Leintwardine.",Graptolite,Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.12644a.jpg,images/7972_Silurian_Period_Graptolite.jpg
7799,Complete exoskeleton of an Ordovician trilobite in a fine-grained sandstone matrix. Found at Marshbrook.,Trilobite,Ordovician Period,Primaspis caractaci,https://data.nhm.ac.uk/media/ludlow:G.11210.jpg,images/7799_Ordovician_Period_Trilobite.jpg
7845,"Fossilised shell remains of the Silurian bivalve Pterinea lineatula found at High Vinnalls, Ludlow.",BIVALVE,Silurian Period,Pterinea lineatula,https://data.nhm.ac.uk/media/ludlow:G.11891.jpg,images/7845_Silurian_Period_BIVALVE.jpg
7711,"Fossilised remains of a headshield of Cephalaspid fish. Found at landslip site, Cusop.",Fish,Silurian Period,Cephalaspida,https://data.nhm.ac.uk/media/ludlow:G.09957a.jpg,images/7711_Silurian_Period_Fish.jpg
7767,Fossilised remains of a nearly complete specimen of the Ordovician trilobite Ogygiocarella debuchi.,Trilobite,Ordovician Period,Ogygiocarella debuchii,https://data.nhm.ac.uk/media/ludlow:G.10460.jpg,images/7767_Ordovician_Period_Trilobite.jpg
7801,"Fossilised remains of exoskeleton of the Ordovician trilobite, Flexicalymene quadrata. The cephalon is particularly detailed, with clearly defined furrowed glabella and compound eyes. Found at Bushmoor.  Identified by Botting and Muir.",Trilobite,Ordovician Period,Flexiycalymene quadrata,https://data.nhm.ac.uk/media/ludlow:G.11233.jpg,images/7801_Ordovician_Period_Trilobite.jpg
7869,"Fossilised remains of the conical corallum, of the Silurian solitary, rugose coral, Ketophyllum subturbinatum. Found at Wenlock Edge, Shropshire.",CORAL,Silurian Period,Ketophyllum subturbinatum,https://data.nhm.ac.uk/media/ludlow:G.12008.jpg,images/7869_Silurian_Period_CORAL.jpg
7721,"Fossilised remains of phragmocone of the Silurian orthocone cephalopod, Imbricatoceras subundulatum showing septal divisions in the septal wall. Found at Burrington.",Cephalopod,Silurian Period,Imbricatoceras subundulatum; Orthoceras cf.subundulatum Portlock,https://data.nhm.ac.uk/media/ludlow:G.10022.jpg,images/7721_Silurian_Period_Cephalopod.jpg
7705,Part of the jaw of a Silurian Ischacanthid fish. Part and counterpart with G.09946.002,Fish,Silurian Period,Ischnacanthid,https://data.nhm.ac.uk/media/ludlow:G.09946.002a.jpg,images/7705_Silurian_Period_Fish.jpg
7773,"Fossilised remains of a Silurian starfish found at Chuch Hill, Leintwardine",Starfish,Silurian Period,Echinodermata,https://data.nhm.ac.uk/media/ludlow:G.10472.jpg,images/7773_Silurian_Period_Starfish.jpg
7805,"Fossilised rhabdosome of the Ordovician dendroid graptolite, Clonograptus tenellus.The rhabdosome is branching with uniserial stipes. Found at Chermes Dingle, Wrekin, Shropshire.",Graptolite,Ordovician Period,Clonograptus tenellus,https://data.nhm.ac.uk/media/ludlow:G.11377.jpg,images/7805_Ordovician_Period_Graptolite.jpg
7872,"Fossilised assemblege of shell remains of the Silurian articulate brachiopod, Kirkiduim knightii, showing strong radial ribbing. Found at Onibury, Shropshire.",Brachiopod,Silurian Period,Kirkidium knightii,https://data.nhm.ac.uk/media/ludlow:G.12015.jpg,images/7872_Silurian_Period_Brachiopod.jpg
7741,"Fragment of the phragmocone of the Silurian cephalopod, Lituites ibex.",Cephalopod,Silurian Period,Lituites ibex,https://data.nhm.ac.uk/media/ludlow:G.10214.jpg,images/7741_Silurian_Period_Cephalopod.jpg
7717,"Fossilised remains of Carboniferous plant Cordaites sp. with lycopod fragments and pteridosperms on the reverse. Found at Longden Common, Shrewsbury.",Plant,Carboniferous Period,Cordaites sp,https://data.nhm.ac.uk/media/ludlow:G.09977.jpg,images/7717_Carboniferous_Period_Plant.jpg
7777,Part of phragmocone of a Cyrtoceras sp. cephalopod fossil,Cephalopod,Silurian Period,Cyrtoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.10505.jpg,images/7777_Silurian_Period_Cephalopod.jpg
8000,Fossilised valve of the Silurian brachiopod Glassia sp. Found at Shadwell Quarry.,Brachiopod,Silurian Period,Glassia sp.,https://data.nhm.ac.uk/media/ludlow:G.13009.jpg,images/8000_Silurian_Period_Brachiopod.jpg
7879,"A counterpart to a fossilised Silurian  assemblage of brachiopods,  Salopina lunata,  Microsphaeridiorhynchia nucula and Protochonetes ludloviensis found at Whitcliffe Quarry, Ludlow",Brachiopod,Silurian Period,Salopina lunata; Microsphaeridiorhynchia nucula; Protochonetes ludloviensis,https://data.nhm.ac.uk/media/ludlow:G.12030.002.jpg,images/7879_Silurian_Period_Brachiopod.jpg
7757,Fossilised remains of tooth of the Devonian bony Coelacanth Crossopterygian fish. Found at West Portished.,Fish,Devonian Period,Crossopterygii,https://data.nhm.ac.uk/media/ludlow:G.10305.002a.jpg,images/7757_Devonian_Period_Fish.jpg
7747,"Fossilised fragment of phragmocone of the Silurian cephalopod Cyrtoceras laevis found at Hope, Dale, Shropshire.",Cephalopod,Silurian Period,Cyrtoceras laevis,https://data.nhm.ac.uk/media/ludlow:G.10260.jpg,images/7747_Silurian_Period_Cephalopod.jpg
7807,"Fossilised remains of the Ordovician trilobite Ogyginus corndensis, found at Upper Gilwern, Howey,  Llandrindod Wells",Trilobite,Ordovician Period,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.11432.jpg,images/7807_Ordovician_Period_Trilobite.jpg
8023,"Grey-black coarse-grained igneous Gabbro rock with basaltic composition. Composed of pale green feldspar and black pyroxene. Collected from an intrusion on the Lawley Hill, near Church Stretton, Shropshire.",Gabbro,Precambrian Eon,Gabbro,https://data.nhm.ac.uk/media/ludlow:G.13153.jpg,images/8023_Precambrian_Eon_Gabbro.jpg
7899,"Fossilised shell remains of the Silurian brachiopod Trigonirhynchia stricklandii, found on Wenlock Edge, Shropshire.",Brachiopod,Silurian Period,Trigonirhynchia stricklandii,https://data.nhm.ac.uk/media/ludlow:G.12096.001.jpg,images/7899_Silurian_Period_Brachiopod.jpg
7762,Fossilised remains of headshield of the Silurian jawless Heterostracan fish Tesseraspis sp. found at Little Oxenbold.,Fish,Silurian Period,Tesseraspis sp.,https://data.nhm.ac.uk/media/ludlow:G.10420.001.jpg,images/7762_Silurian_Period_Fish.jpg
7784,"Part of the exoskeleton of the Ordovician trilobite, Ampyx linleyensis. The pygidium is near complete, whilst the thorax and cephalopn are incomplete. Collected from the Shelve inlier.",Trilobite,Ordovician Period,Ampyx linleyensis,https://data.nhm.ac.uk/media/ludlow:G.10588.jpg,images/7784_Ordovician_Period_Trilobite.jpg
7812,"Fossilised remains of cephalon, thorax and pygidium of the Silurian trilobite Dalmanites myops. Cephalon clearly showing eyes, glabella and genial spines. Found at Upper Millichope, Shropshire.",Trilobite,Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.11541.jpg,images/7812_Silurian_Period_Trilobite.jpg
7902,Fossilised shell remains of the Silurian brachiopod Rhynchonella sp. found on Wenlock Edge.,Brachiopod,Silurian Period,Rhynchonella sp.,https://data.nhm.ac.uk/media/ludlow:G.12103.002.jpg,images/7902_Silurian_Period_Brachiopod.jpg
7766,Fossilised remains of the Silurian trilobite Encrinurus sp. found on  forestry road in Mortimer Forest,Trilobite,Silurian Period,Encrinurus sp.,https://data.nhm.ac.uk/media/ludlow:G.10457.jpg,images/7766_Silurian_Period_Trilobite.jpg
7791,"Fossilised remains of the rhabdosome of the Ordovician graptolite, Dicellopgraptus cambriensis. The rhabdosome consists of two uniserial reclined stipes. Mounted on card with G.11148.001 and G.11148.003",Graptolite,Ordovician Period,Dicellograptus cambriensis,https://data.nhm.ac.uk/media/ludlow:G.11148.002.jpg,images/7791_Ordovician_Period_Graptolite.jpg
7983,Fine-grained sandstone from the Grinshill Flagstone member of Grinshill Quarry. Shows sedimentary structures including adhesion ripples.,Sandstone,Triassic Period,,https://data.nhm.ac.uk/media/ludlow:G.12844.jpg,images/7983_Triassic_Period_Sandstone.jpg
7770,"Fossilised frond of the Carboniferous pteridosperm Mariopteris sp., found in Snowdonia.",Pteridosperm,Carboniferous Period,Mariopteris sp.,https://data.nhm.ac.uk/media/ludlow:G.10465.jpg,images/7770_Carboniferous_Period_Pteridosperm.jpg
7815,"Fossilised remains of cephalon of the Silurian trilobite Dalmanites myops found at High Vinnals, Mortimer Forest near Ludlow.",Trilobite,Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.11553.jpg,images/7815_Silurian_Period_Trilobite.jpg
8065,"A fine-grained, well sorted quartz rich Lydebrook Sandstone. White in colour with some secondary iron staining. Found at Coalbrookdale.",Sandstone,Carboniferous Period,Lydebrook sandstone,https://data.nhm.ac.uk/media/ludlow:G.13403.jpg,images/8065_Carboniferous_Period_Sandstone.jpg
7690,Fossilised horse tooth from the Siwalik Hills of India.,Horse; Tooth,Cenozoic Era,Equus sp.,https://data.nhm.ac.uk/media/ludlow:G.09913a.jpg,images/7690_Cenozoic_Era_Horse;_Tooth.jpg
7797,Fossilised remains of the Ordovician trilobite Ectillaenus pervolus found in Hope stream. an unidentified gastropod is also in the shale matrix.,Trilobite,Ordovician Period,Ectillaenus pervolus,https://data.nhm.ac.uk/media/ludlow:G.11203.jpg,images/7797_Ordovician_Period_Trilobite.jpg
7836,Fossilised shell remains of Silurian bivalve Goniophora cymbaeformis found at Ludford,BIVALVE,Silurian Period,Goniophora cymbaeformis,https://data.nhm.ac.uk/media/ludlow:G.11822.jpg,images/7836_Silurian_Period_BIVALVE.jpg
8092,"Fossilised remains of an assemblage of Ordovician brachiopods including Dalmanella sp, Heterorthis alternata, Harknessella sp. and Sowerbyella sericea. Also present are fragments of trilobites including Trinucleus sp. Found by Norton, W.J. at Soudley Quarry.",Brachiopod; Trilobite,Ordovician Period,"['Dalmanella sp.', 'Heterorthis alternata', None, 'Sowerbyella sericea', 'Trinucleus sp.', 'Brongniartella sp.']",https://data.nhm.ac.uk/media/ludlow:G.13660a.jpg,images/8092_Ordovician_Period_Brachiopod;_Trilobite.jpg
8066,"Specimen of beige-grey limestone, consisting of many (up to 30 mm diameter) cannon ball shaped pieces cemented together.",,Permian Period,,https://data.nhm.ac.uk/media/ludlow:G.13408.jpg,images/8066_Permian_Period_nan.jpg
7813,"Fossilised remains of the pygidium, and part of the thorax, of the Silurian trilobite, Dalmanites myops. The pygidium is terminated by a spine.",Trilobite,Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.11542.jpg,images/7813_Silurian_Period_Trilobite.jpg
7991,"A fine-grained Sandstone, collected from within the Triassic Tarporley Siltstones at Grinshill Quarry. Showing well-defined ripple marks.",Sandstone,Triassic Period,,https://data.nhm.ac.uk/media/ludlow:G.12908.jpg,images/7991_Triassic_Period_Sandstone.jpg
8132,"Fossilised remains of single fragmented valves of the Ordovician brachiopod Macrocoelia expansa. Preserved as original shell material. Found by Hay, T. in Marshbook area.",Brachiopod,Ordovician Period,Macrocoelia expansa,https://data.nhm.ac.uk/media/ludlow:G.13864.jpg,images/8132_Ordovician_Period_Brachiopod.jpg
8071,"Fossilised shell remains of the Ordovician gastropod Sinuites sp. found at Lower Wood Brook, Meadowtown, Shropshire.",Gastropod,Ordovician Period,Sinuites sp.,https://data.nhm.ac.uk/media/ludlow:G.13455.jpg,images/8071_Ordovician_Period_Gastropod.jpg
7752,"Fossilised fragment of phragmocone of an Ordovician cephalopod Cyrtoceras sp. with a fragment of Ogyginus sp trilobite, collected by Tarrant, P, Norton, J.  & Norton, M., in Priestweston Quarry",Cephalopod,Ordovician Period,Cyrtoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.10282.001.jpg,images/7752_Ordovician_Period_Cephalopod.jpg
7814,"Fossillised remains of a cephalon of the Silurian trilobite Dalmanites myops, coral, Coenites sp. and a crinoid columnal. Found at Wrens Nest, Dudley.",Trilobite,Silurian Period,Dalmanites myops; Coenites sp.; CRINOIDEA,https://data.nhm.ac.uk/media/ludlow:G.11548.jpg,images/7814_Silurian_Period_Trilobite.jpg
7996,"Fossilised shell remains of the Silurian brachiopod Lingula minima and fragments of eurypterid found in Hermits Cave, Downton Castle.",Brachiopod,Silurian Period,Lingula minima; Eurypterida,https://data.nhm.ac.uk/media/ludlow:G.12995.jpg,images/7996_Silurian_Period_Brachiopod.jpg
8191,Fossilised remains of Neuropteris sp. (?) leaf stem.,Plant,Carboniferous Period,Neuropteris sp.,https://data.nhm.ac.uk/media/ludlow:G.14369.jpg,images/8191_Carboniferous_Period_Plant.jpg
8074,"Fossilised, near complete phragmocone of the Carboniferous goniatite, Gastrioceras carbonarium. The phragmocone is involute and the aperture sphaerocone. Fine radial ribs extend across the venter. Collected from the Coal Measures.",Goniatite,Carboniferous Period,Gastrioceras carbonarium,https://data.nhm.ac.uk/media/ludlow:G.13501.jpg,images/8074_Carboniferous_Period_Goniatite.jpg
7781,Fragmentary remains of the Ordovician trilobolite Dionide turnbulli. From West Shropshire.,Trilobite,Ordovician Period,Dionide turnbulli,https://data.nhm.ac.uk/media/ludlow:G.10538.jpg,images/7781_Ordovician_Period_Trilobite.jpg
7821,"Fossilised remains of cephalon showing glabella and right genial spine of the Silurian trilobite Dalmanites caudatus found at Sunken Road, Burrington.",Trilobite,Silurian Period,Dalmanites caudatus,https://data.nhm.ac.uk/media/ludlow:G.11649.jpg,images/7821_Silurian_Period_Trilobite.jpg
8013,"A fine grained, vesicular, mesocratic volcanic rock. Collected from the Precambrian Uriconian rocks of Caer Caradoc, Shropshire.",Igneous Rock,Precambrian Eon,,https://data.nhm.ac.uk/media/ludlow:G.13105.jpg,images/8013_Precambrian_Eon_Igneous_Rock.jpg
8665,Jurassic bivalve,BIVALVE,Jurassic Period,,https://data.nhm.ac.uk/media/ludlow:G.20192.jpg,images/8665_Jurassic_Period_BIVALVE.jpg
8085,"Fossilised remains of a single valve of the Ordovician brachiopod Strophonema grandis. Found by Wood, B. at Marshbrook.",Brachiopod,Ordovician Period,Strophomena grandis,https://data.nhm.ac.uk/media/ludlow:G.13597.jpg,images/8085_Ordovician_Period_Brachiopod.jpg
7783,"Fossilised remains of several Ordovician trilobites, Ogygiocarella debuchii. Found at Meadowtown Shropshire.",Trilobite,Ordovician Period,Ogygiocarella debuchii,https://data.nhm.ac.uk/media/ludlow:G.10573a.jpg,images/7783_Ordovician_Period_Trilobite.jpg
8003,"Fossilised shell remains of the Silurian fossil brachiopod, Glassia sp., found at Upper Millichope",Brachiopod,Silurian Period,Glassia sp.,https://data.nhm.ac.uk/media/ludlow:G.13011.003.jpg,images/8003_Silurian_Period_Brachiopod.jpg
8017,"Greenish-grey coarse-grained Ordovician Dolerite, igneous rock, similar to basalt, mostly consisting of plagioclase feldspar (green and white) and pyroxene (black) crystals. Collected from Squilver Quarry.",Dolerite,Ordovician Period,Dolerite,https://data.nhm.ac.uk/media/ludlow:G.13136.jpg,images/8017_Ordovician_Period_Dolerite.jpg
8705,Fossilised shell remains of the Cretaceous bivalve Inoceramus sp.,BIVALVE,Cretaceous Period,Inoceramus sp.,https://data.nhm.ac.uk/media/ludlow:G.20246.jpg,images/8705_Cretaceous_Period_BIVALVE.jpg
8086,"Fossilised remains of the internal mould of ventral valve of the Ordovician brachiopod Strophonema grandis. Also preserved are fragmentary remains of bryozoa and Tentaculites. Found by Norton, W.J. at Marshbrook.",Brachiopod,Ordovician Period,Strophomena grandis,https://data.nhm.ac.uk/media/ludlow:G.13626.jpg,images/8086_Ordovician_Period_Brachiopod.jpg
8055,"Fossilised remains of a near complete shell of the Carboniferous articulate brachiopod, Productus punctatus. Found at Wensleydale, Yorkshire. The gently concave brachial valve shows fine radial ribbing and concentric growth lines. The pedicle valve is convex, has a shallow sulcus, and shows corrugated, concentric growth lines.",Brachiopod,Carboniferous Period,Productus punctatus,https://data.nhm.ac.uk/media/ludlow:G.13333.jpg,images/8055_Carboniferous_Period_Brachiopod.jpg
8714,Fossilised remains of the horn shaped corallite of the Cretaceous solitary coral Trochocyathus conulus showing the septal furrows and growth lines. From the Upper Greensand formation.,CORAL,Cretaceous Period,Trochocyathus conulus,https://data.nhm.ac.uk/media/ludlow:G.20249.007.jpg,images/8714_Cretaceous_Period_CORAL.jpg
8126,Fossilised remains of the Ordovician brachiopod Harnessella subquadrata. Found at Harnage Grange.,Brachiopod,Ordovician Period,Harknessella subquadrata,https://data.nhm.ac.uk/media/ludlow:G.13837.jpg,images/8126_Ordovician_Period_Brachiopod.jpg
8020,"A medium grained, melanocratic, porphyritic igneous rock, containing phenocryts of both olivine and feldspar. Collected from the Pontesford/Earls Hill intrusion, which is part of the Uriconian Volcanic Group.",Dolerite,Precambrian Eon,Olivine Dolerite,https://data.nhm.ac.uk/media/ludlow:G.13146.jpg,images/8020_Precambrian_Eon_Dolerite.jpg
8107,"Fossilised remains of the rounded, segmented thorax and pygidium of the Silurian trilobite Homalonotus sp.",Trilobite,Silurian Period,Homalonotus sp.,https://data.nhm.ac.uk/media/ludlow:G.13728.001.jpg,images/8107_Silurian_Period_Trilobite.jpg
8732,"Fossilised fish fragments from the Cretaceous Period, found at Hanover point, Isle of Wight.",Fish,Cretaceous Period,,https://data.nhm.ac.uk/media/ludlow:G.20261.002.jpg,images/8732_Cretaceous_Period_Fish.jpg
8176,Lower carboniferous limestone with fragmentary remains of starfish and crinoids. Found near Kielder.,Starfish,Carboniferous Period,Neopalaeaster sp.,https://data.nhm.ac.uk/media/ludlow:G.14261.jpg,images/8176_Carboniferous_Period_Starfish.jpg
8118,Fossilised remains of a single valve of the Ordovician brachiopod Heterorthis alternata. Found at Soudley Quarry.,Brachiopod,Ordovician Period,Heterorthis alternata,https://data.nhm.ac.uk/media/ludlow:G.13801.jpg,images/8118_Ordovician_Period_Brachiopod.jpg
8062,"Fossiled ripple marks on Precambrian purple shales. Collected from the Longmynd, Shropshire.",Trace fossil,Precambrian Eon,,https://data.nhm.ac.uk/media/ludlow:G.13397.jpg,images/8062_Precambrian_Eon_Trace_fossil.jpg
8761,"Fossilised shell remains of the Cenozoic gastropod, Cerithium sedgwickii. Part of the Charles Ashford Collection.",Gastropod,Cenozoic Era,Cerithium sedgwickii,https://data.nhm.ac.uk/media/ludlow:G.20295.001.jpg,images/8761_Cenozoic_Era_Gastropod.jpg
8179,"Sole markings in carboniferous sedimentary rock found at Granville Colliery, Shropshire.",Sole markings,Carboniferous Period,,https://data.nhm.ac.uk/media/ludlow:G.14268.jpg,images/8179_Carboniferous_Period_Sole_markings.jpg
8073,"Fossilised remins of an asymmetric valve from a Carboniferous bivalve, found in North Shrophire. Fine radial ribbing and concentric growth lines clearly visible.",BIVALVE,Carboniferous Period,BIVALVIA,https://data.nhm.ac.uk/media/ludlow:G.13480.jpg,images/8073_Carboniferous_Period_BIVALVE.jpg
8160,"Fossilised remains of the Lower Carboniferous compound Rugose coral, Lithostrotion sp. showing a phaceloid arrangement of the corallites.",CORAL,Carboniferous Period,Lithostrotion sp.,https://data.nhm.ac.uk/media/ludlow:G.14202.jpg,images/8160_Carboniferous_Period_CORAL.jpg
8100,"Remains of an assemblage of Ordovician fossils including the brachiopod Dalmanella sp. Also tentaculites, and trilobite fragments. Found in Church Stretton parish area.",Brachiopod,Ordovician Period,Dalmanella sp.,https://data.nhm.ac.uk/media/ludlow:G.13715.jpg,images/8100_Ordovician_Period_Brachiopod.jpg
8816,"Ripple marks in Precambrian Longmyndian rock. Found in Cardingmill Valley, Church Stretton, Shropshire.",Sedimentary Rock,Precambrian Eon,,https://data.nhm.ac.uk/media/ludlow:G.20352.jpg,images/8816_Precambrian_Eon_Sedimentary_Rock.jpg
8679,"Internal mould of the shell of a Jurassic bivalve, Laevitrigonia gibbosa. Found at Portland, Dorset.",BIVALVE,Jurassic Period,Laevitrigonia gibbosa,https://data.nhm.ac.uk/media/ludlow:G.20209.jpg,images/8679_Jurassic_Period_BIVALVE.jpg
8104,Fossilised remains of thorax and pygidium of the Silurian trilobite Calymene sp. and phragmacone of the Silurian cephalopod Orthoceras sp. found in Mortimer Forest.,Trilobite; Cephalopod,Silurian Period,Calymene sp.; Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.13725a.jpg,images/8104_Silurian_Period_Trilobite;_Cephalopod.jpg
8172,"Fossilised remains of the Carboniferous conularid Conularia quadrisulcata found at Coalbrookdale, Shropshire.",Conularid,Carboniferous Period,Conularia quadrisulcata,https://data.nhm.ac.uk/media/ludlow:G.14252a.jpg,images/8172_Carboniferous_Period_Conularid.jpg
8101,"Fossilised remains of the internal mould of a single valve of the Ordovician brachiopod Dalmanella sp. Found by Stace, H.E. at Minton.",Brachiopod,Ordovician Period,Dalmanella sp.,https://data.nhm.ac.uk/media/ludlow:G.13716.jpg,images/8101_Ordovician_Period_Brachiopod.jpg
8685,"A derived Jurassic fossil belemnite guard. Collected from Quaternary boulder clay, near Stevenage. The guard tapers towards the posterior end, whilst an alveolus can be found at the anterior end. Mounted on card.",Belemnite,Cenozoic Era,Belemnites sp.,https://data.nhm.ac.uk/media/ludlow:G.20216.jpg,images/8685_Cenozoic_Era_Belemnite.jpg
8149,"Fossilised remains of the Ordovician brachiopod Dalmanella unguis. Preserved as internal and external moulds in an assemblage that includes fragments of trilobites and Tentaculites sp. Found by Baker, H. at Marshbrook.",Brachiopod,Ordovician Period,Dalmanella unguis,https://data.nhm.ac.uk/media/ludlow:G.14102.jpg,images/8149_Ordovician_Period_Brachiopod.jpg
8173,"Fossilised remains of Carboniferous starfish, Neupalaeaster sp. found at Plashetts Quarry, Kielder, Northumberland",Starfish,Carboniferous Period,Neupalaeaster SP.,https://data.nhm.ac.uk/media/ludlow:G.14258.jpg,images/8173_Carboniferous_Period_Starfish.jpg
8127,"Fossilised remains of the Ordovician brachiopod Harknessella sp. Found by Wood, B. at Marshbrook.",Brachiopod,Ordovician Period,Harknessella sp.,https://data.nhm.ac.uk/media/ludlow:G.13847.jpg,images/8127_Ordovician_Period_Brachiopod.jpg
9008,"Microscope thin section of Camptonite, made from a hand specimen collected at Maddocks Hill.",Camptonite,Ordovician Period,,https://data.nhm.ac.uk/media/ludlow:G.20564.002a.jpg,images/9008_Ordovician_Period_Camptonite.jpg
8686,"Fossilised and pyritised remains of a Jurassic ammonite. The shell is evolute and possesses a shallow umbilicus. Fine transverse ribs, with tubercles, extend across the smooth venter.",AMMONITE,Jurassic Period,Ammonoidea,https://data.nhm.ac.uk/media/ludlow:G.20217.jpg,images/8686_Jurassic_Period_AMMONITE.jpg
8661,Fossilised single valve of a Jurassic bivalve shell,BIVALVE,Jurassic Period,BIVALVIA,https://data.nhm.ac.uk/media/ludlow:G.20190.002.jpg,images/8661_Jurassic_Period_BIVALVE.jpg
8182,"Fossilised remains of water-worn Silurian assemblage found at Brittal Quarry, Richard's Castle",Assemblage,Silurian Period,,https://data.nhm.ac.uk/media/ludlow:G.14274.jpg,images/8182_Silurian_Period_Assemblage.jpg
8144,"Fossilised shell remains of the Ordovician brachiopod Heterorthina notata. Found at Min-y-dwr, Llanyblodwel",Brachiopod,Ordovician Period,Heterorthina notata,https://data.nhm.ac.uk/media/ludlow:G.14028a.jpg,images/8144_Ordovician_Period_Brachiopod.jpg
6693,"Fossilised shell remains of the Silurian bivalve Fuchsella sp., found at Bucknell Hill Quarry.",BIVALVE,Silurian Period,Fuchsella sp.,https://data.nhm.ac.uk/media/ludlow:G.00380.jpg,images/6693_Silurian_Period_BIVALVE.jpg
